ID,Age,DaysSinceCreation,NameHash,DocIDHash,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,BookingsNoShowed,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,DaysSinceFirstStay,DistributionChannel,MarketSegment,SRHighFloor,SRLowFloor,SRAccessibleRoom,SRMediumFloor,SRBathtub,SRShower,SRCrib,SRKingSizeBed,SRTwinBed,SRNearElevator,SRAwayFromElevator,SRNoAlcoholInMiniBar,SRQuietRoom
27175,45,610,0x3456FE8CC4CC36B4E450B1658083869E91354A1C0C7946527CF02B96FD408E7B,0xABAAD4D940B052ADCABE324FA97678EDCD703431B17753D06FEA9FBC06149AE5,158,684,80,0,0,1,16,4,614,614,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
72780,55,104,0xAEBE813CE080615F724FDB430872578038208A60089482E83D796EBA4AA38746,0x9E590B7CE9C5622317B4DB9A3A547A51A55D87439AAA73FCE2C2820B16DDB473,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
31096,57,554,0xC6A01E1818AD71938650E9EB13A25BDB37786F4994508EF00AA4CFC133B38198,0x759000E211449789FDA4FAAE9FC737260FA4E1134B68C9174F11134B67F3BC2F,186,393.9,222.6,0,0,1,6,3,557,557,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
39372,32,435,0x74BCD6FAFAFFF3329B64AF1EBED4CD39BABF03D2E3DA8676E592A0081F3ABCBD,0xACEF2AC42E85A6A72D9937102B2340D2F9626FC693E5CB7BE891C579D4ED2CE7,19,314,50.5,0,0,1,4,2,437,437,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
70306,8,122,0xA20D6280C590506700B8E88E74EB46F0CA3415FBD0ADE180268BF334D3DAFBD7,0x75B0B83A987E7F6760E05EF49A68A7D30BE183410613CDDF31F61894DB3A94F1,0,0,0,0,0,0,0,0,-1,-1,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
19143,35,764,0x473879F48A6B808EF0D83BC2EB75F1C50636722F619EA35CC39640DBB6B5A7DA,0x05363C538D4EC57450E1373DF56CC889404C1E4C33978B2F438C05E52DD56FEE,12,213.39,42,0,0,1,2,1,765,765,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
34696,78,500,0x66E4F1AB86298E39CD42F8B7C547A06114F1EDC6699FBA20D5EAC2AA5358DFDD,0xE8A1BE971174629C403E31BA39B9B2EB4DC40789B6BF5CA81CC27C62E27BEA0C,504,468,152,0,0,1,12,6,506,506,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
72550,34,105,0xD162A6C86CBFFBA6CEC4C17B9767EFCD383527D3666DC29FAEBF24464CCC2006,0x28B5977E55D991FDE2ACBBBE08C1579D935D31CAE4A84C8884C1842C3C46709B,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,1
29720,22,574,0xA788CEB07036DDF038F05416E2E76F4D510556D8623910BD9700B09C7F016128,0x430F2536AA4ACB98B5BB8A0311689A95AD8CD6A8DD67F7C8BC36112D901EB577,125,489.6,167.4,0,0,1,9,3,577,577,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
33442,47,520,0x36BA5603833DABDF30B00BDA03477D5C9034F5BBA19C835EEAA7CA868C9783E8,0x0C0221803DA111F0852F78F854C18263A04D122E509626483B3A157AC901DC21,253,483.3,178.5,0,0,1,12,3,523,523,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,NULL,1005,0x193CB5E6F01C44EE6ACB3BF4780F6588B7218C7DEE2785077A0192703B9F117C,0x5FA1E0098A31497057C5A6B9FE9D49FD6DD47CCE7C268E6548699E78E587AAEA,70,147.9,50.1,0,0,1,6,3,1008,1008,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0
5540,75,974,0x1B107CD51801316879DD41D64EF64A79081816AAF431E000374BC0E485BF6CF4,0xE68343E21D1DDCB4C59774BF26CC943066F5BB8303E49A4DC2BB8CB5556CC9C4,142,106,28,0,0,1,4,2,976,976,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
42988,82,363,0x7D754B80329EA82AF425ED5FFBEEBB1738A8C53F0D192EE5C10576B2AD7A476D,0x530A7B254EA569FE1882934855F79A2CF0A6D2EE0480D694A25A9752F72F7C58,170,56,7,0,0,1,1,1,364,364,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
82598,60,11,0xE989119123BDDB4E183BCEA551C7006475EFF3EBD7A5E1C81043779DD4770AD2,0x2290A433A9B7277471D3EF1145DEA01908DE14B69D210A8F4553D36A387FB656,0,79,17,0,0,1,1,1,12,12,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
50136,2,277,0xAAEDDD47D5DC3141DDD21644CBED601B369784C56F17164E7322143E788D7EDB,0x8C2BCE250901004B0E6AF5BDC8A7812C3569B0C9B796C1191694C0281E137601,0,0,0,0,0,0,0,0,-1,-1,Direct,Direct,0,0,0,0,0,0,1,0,0,0,0,0,0
57246,24,220,0xEB3259C3B40459F6B27A58DE87C3EA75CEECE49D78CDC9F8EE964F236A9EF4F0,0x01CDE82ABCD55FC46955DE35DFC8EAFCCC4AA3D8E6CB38811AE97E1B99D478B4,115,478,42,0,0,1,6,2,222,222,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
35787,60,483,0xFF10E4FB7EA4A870ED0698E4D1432EACA82592DB3951F26B3021E3CF767DDF2B,0x56420B453922BC08FBA5D53A416051226B16C4126188B062E7BB607FF807616A,40,407,18,0,0,1,6,3,486,486,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
71275,45,115,0xD08ED5ABB608BEF66B44032D640B08237BB1E720A8041FD6E50AF9776D5CC197,0xC53896F6FC124BCF5AD30622B7034A6E67286F3DEA7D61E26C3366E2095D5DE6,102,384,80.25,0,0,1,6,3,118,118,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0
79864,60,47,0x9955DFB00DE03CEF1EBC363F28C4CD1FE901EB99FD959F888EFECC3647F8AE3F,0x3649867729F887DDDE8D8CA0404CBC93746DBC5E69C83F5EE2F658FD846A8FA7,83,237.6,38.4,0,0,1,6,3,50,50,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0
6873,31,952,0x9075ECC023CDECA996979F028B48035C2BC2709B632266FB3C3C80DE99DDA11B,0x43AD32EA611582F8BA1E5C274E28A165C44951D2712C64F7CCA9423EF5F2E41A,57,229.8,28,0,0,1,4,2,954,954,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
79660,60,49,0xCA493E8D04434E4998A0F8FC633D7B439CFAAAAE7820FD88C61FE90A057F51FD,0x0A78783A526A37B883EADC8F4019396A46EC955AFEC1213D14C97B7EEF34422D,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
17681,62,789,0xF866D0D8B49DCD931F34D5D5E3386450D3CB03D1AB92A1B594AAEEC850B2679B,0x445750E3CCCB64462FE9B82E9EE84C72C58A25970DF7D98FDD423B5F3FE7F360,160,359.6,148.8,0,0,1,8,4,793,793,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
58889,64,207,0x71CF531E6B2D72E42FD32F6C3D1E5B2E92C88FF10101C653C7B60103C4784D41,0x4E22E5B2E9C1D5958426CA151EC021882B1299C74A8300E54650947FF9D63B1E,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
62807,18,177,0x329F8FB034470781F6D599210096D9713DAE0C8E13A670D73DD61331033DBC9B,0xF6FC1CF1A7B1BBE3BB58F23C6B7D7F8D9EABCAB9FB4B2FF8473E65CA5DF2B688,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
4654,69,990,0x956A93275E320A1C88A79037FFB9E2D21197293C06380FA931D9BA47C2F8D337,0xF21D155724F2F55239B9253E2D994E26518E75467E81E4D6DDD7C7429942C977,77,346.4,56,0,0,1,8,4,994,994,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
32135,49,539,0xAD5DE9AEB4106ADD9B9E7A2C0DE4A1D2246E906DEE180A256F1BD87723515A18,0x4BC274F1DA15A5B92BA6E8A6A47412460E3185843BCBA04639AADD10959B0C1C,165,420.3,53.5,0,0,1,6,3,542,542,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
31909,26,542,0x920E0455061456A4E8CF614D7EFE81CF58386DD51E3B00CA665E98641D3F023E,0xB12A85BBCD44332F292179010E00C7A710F060ED2239C0284203AE0CB0CE708F,224,445.5,35,0,0,1,5,5,547,547,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
56793,32,224,0x6E4CDE02400408A5F385827C2D82A775F77958B9F4EB718BB86DC9DD11DFB5AD,0xA072600722D0ABF7E7EB390D6F9A7A2753A8688253F18448877AA2534EF90988,227,1497.6,6,0,0,1,6,3,227,227,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
70360,32,121,0x9BE853420B06C911D779D03D5AFEBA873D491F4671D20A39876DAAE963EE2F10,0x3A64D9ED35FAFADED594D079C8AF2AF300397DBAB89D08E0E66A2F8671B02E7E,80,116.25,28.99,0,0,1,2,1,122,122,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
14144,60,839,0x972CB97AB49BB71553557DA01D35606AF676FEDAFA8DE3CE85833A61811D6BC5,0x095D596114831AD7A7E7050389DA53E48963A16964432159266C6F9ACA268723,193,257.13,134.5,0,0,1,6,3,842,842,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
49342,47,285,0x5B9C28854336438FCD66E4C20670EAA2FCE75E0C1A195E0531B35D1AFA2F6AFA,0x325108840481C5DB1A69A3E0C8E1954F4BEBC262002A1B3B0F608CDF47EC8444,10,288,14,0,0,1,2,2,287,287,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
67256,44,143,0x938AF3935DF2B9FAEB85CE215A3FF0E3A90A10E9095AAA271CEBF9D1C39A6308,0xFEAEFDF25A073B5B165D5797060FF6C8F7E93D4C7DC84CFCADDFAEDD727C3DDB,56,1687.5,259.5,0,0,1,10,5,148,148,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
29821,63,573,0x98C4EE1F51305754F2EBA43607169CEA163A51FF7D12C6DB31F48CA4E4B7698C,0xD3DF5280D0BBE93FB794BA850480E573E833FC35BD3319506465BB7EC0404936,434,234,174,0,0,1,6,3,576,576,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
66326,47,151,0x62C2980D6056CC7CF5ABDAA8ACF25919BB8709531CD75A0D0EDDAD71068C7B94,0x1855D54A035B2279D939F8DB151706A3EF331B418A127824372CEA5197A68C11,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
25017,27,643,0x2D6C64FE9D8F856A3259FC9235922E47C637DC4B3B21396BE071F1DB32F06A1C,0x4A2E592B9E48A6E6EB5F7F22A87B1B6E474D8A7E86C4AAB1D7696A7D1020CF2D,46,635.1,496,0,0,1,14,7,650,650,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
39056,70,440,0x4FA726805C90FD308964F82CB8F1B6969D0C801009699A1CECEB460AB5587F31,0x7C0652E6ACA1CD4B3298C55E334AD5350BC19F32D2C5DD5639192A29FB8598FD,508,135,58,0,0,1,2,2,442,442,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
37471,NULL,460,0xC6F4C126809143567A77D3EB7105807673E2E46E3EBE800E675C2D71EC50D3F9,0x5FA1E0098A31497057C5A6B9FE9D49FD6DD47CCE7C268E6548699E78E587AAEA,5,356,27,0,0,1,2,2,462,462,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
37411,72,461,0xA95C87DBC3CB56B2A3B00B9CC4EF9F8D111DC4FD62D4B5674B2C564390E248BD,0x012E4843CBBAFB425682C24F38DD2B46F94954F5AE96FCD108FB022F6C7E1647,546,234,152.99,0,0,1,6,3,464,464,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0
9457,NULL,911,0xAA3995F058CB7E983FB6C75062ED25A5025F1B0BBA2A49B9392191E580E0110A,0x5FA1E0098A31497057C5A6B9FE9D49FD6DD47CCE7C268E6548699E78E587AAEA,1,940.8,428.7,0,0,1,12,6,917,917,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
12045,19,870,0x411050F81F293005EA53A61FA52EC0826809151F1A78D3A117C567AED13325A6,0x1EB8EEB7AC7A3E16796EBD0114A5F95BBFA23CA7EEBA3BCB23C3B32ACA3B1FA9,111,257.4,123.5,0,0,1,6,2,872,872,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
74561,43,90,0x637E3C457B7BD16780DB680CD8CF22AE5AED0ECF7444B62FAF59D6C767696ACA,0xED00193B6F690346AFF773D6CF85619CF1921E87E211092627909DEB66A6AC24,3,64,7,0,0,1,1,1,91,91,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
30934,21,556,0x7AAC906616F094D41D3B611E8069629184FE88E01D54911E84B6918719BAF160,0x7A78566ADAE74EED3F449FC415DD0D94418EE389AA36C0902C5CAAA266205B5F,59,468.8,56,0,0,1,8,4,560,560,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
7020,46,950,0x12BCF7FB67EF7AEFB35BA8BEB8DCAFFD8883304C417EC5271E568045E22ECDCE,0xA5F285DD4437703EC8CCE7E54191CBC00E9AFDC8AFA5D00A2BF8EF7CD54E435B,29,474.3,68,0,0,1,12,4,954,954,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
70666,11,119,0x96A1161911DDE942364A2882A9A6EC3B100870AB0E23FF1384D3233E259E8F65,0xAA21680794DC662F10D5584E946A32D66B37E6E57EED10BDE6B2A612892C8455,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
70632,32,119,0x304675321F6107BDD18FF6DECFB7F418E47A337455DF95C493B59E0D835B71FB,0x734561326A931BA7FC30795C459BA754E056C9C2CC0D42C4724DD6BF23F103AD,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
79801,23,48,0xBAD13B76E31E7489850534F1F19DF4791B449B741A69AFA1FBD2081C8D88D475,0x82E23F74EDE763269F5D273683E03B511C96A7579C672B0C482DD14F563C89AA,18,186,14,0,0,1,4,2,50,50,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
34157,55,509,0x2DC2B9DDACB0DD6577498E93A208AE95551F23D41DF5E8E348970995A4F7F482,0x1B65B4916FF0B35492C75FEEAA9E2501337AC3F608AC33EA43367463C4AE9557,176,497.7,84,0,0,1,14,7,516,516,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0
38123,48,452,0x7E748CBA4FE72AD5475F9E38AF8638C363965BAA4ADFB1F36226D8B45D8B0939,0xD53FFFC13603B11223F3A85B80D8367E475AA47FF5CC08D060D4C506F3ABFD97,8,294.38,49.5,0,0,1,6,2,454,454,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
14601,27,833,0x40C9583722210BFB3A7CA64A623999604527AF9A1283798BABE64B261EE6F2FF,0x8534AD735DBC631E3383362FC10D463A9EA314E9E5DC9236EAAA4CB22EC795C2,57,247.35,47.5,0,0,1,6,3,836,836,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0
24074,21,658,0xE4C6F316C14465A1E39F219172ECFA13C25A08629D32F53881FFC01A5DACBA70,0xCDAECD9D1D99CA81B7FA14EAF1C11B84AD4056374910A3B0B2CACBAEB9A2C8C6,49,200.88,35.4,0,0,1,6,3,661,661,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
21294,71,711,0x85A256DA19FB661BB34EEC9981DBC91DF404F82C3A9E192CE5FBB89FC7F8AA3F,0x24CCBB83431C5E9A5DFFE1A3F1395FAA3328FEAD5ADE6C8E61158A5EB0D11634,74,357.35,44.5,0,0,1,7,7,718,718,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
18402,42,776,0x0967D0EBFC241DFFB9C3445C33836981ADE014BF9FADC67BB5927E7F9BC6F533,0x01A287DE42C8ABAEC0E6A2590DA44E5E6B9BAB6AA0B0509F6A4D36EE7FA7B56F,0,0,23.5,0,0,1,6,6,782,782,Direct,Complementary,0,0,0,0,0,0,0,0,0,0,0,0,0
28754,73,588,0xBDFE256EF196C6E3993E69E1CD0DD943121E32D9DC417E824307B12DF037A1EE,0xF28E6CCD78B455C1FD0E5526F7DC14359991EB267E534B55798501DDB2B3BFA0,123,784.8,84,0,0,1,12,6,594,594,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
64822,39,162,0x0943E565F798B672C2BFE7CE1C6DE8DCE50B8D4046558EF0C151AEC962F0E90D,0x027088BEBF7DF57D02BE32B8EE27CEE1A133E499B2880697E028AF7435FB9871,0,0,0,0,0,0,0,0,-1,-1,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
57652,69,217,0x5588CC39D7AB254B7A1ECFFE480F2EDD984CA8A815C5F47404FA8377BEADFF02,0xC30C3FB2141472E4920095C128539849FB6341AD209C228CBECE7BD28B96B715,69,384,35,0,0,1,4,2,219,219,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
82461,37,14,0x3F79C49D146D142DF6B84C142A709FA0E493B766762BCA137300319CE18EAE3E,0x867325794F959A58286C04D0A88F41888B048BFC2959F5F49466C952997FA977,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
22090,33,691,0x7A7C82DE6D50353243FF1A88710864CC23E4911766A8D87100CBB1B548F73601,0x84D6833A93A3A4AB6D9CE5B300324D633C88F291DCE0727EC047BD7FB985DAF6,12,288,66,0,0,1,6,3,694,694,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
72271,48,107,0xCCA6F726BBD59AFDE772296F1C8D8B474EDE48D18BDB31BFB93FC6898581D8B9,0xA8F1BC29E716C16976D8DFB51A56FEF72C3432B70FFC9FD0839DC658596EF8B5,104,508,56,0,0,1,8,4,111,111,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
6149,NULL,963,0x4113044F2C686BA66F1084DC7F99021B8AA3920BB9AD003EE36E52B093FAFB59,0x5FA1E0098A31497057C5A6B9FE9D49FD6DD47CCE7C268E6548699E78E587AAEA,8,684,240,0,0,1,4,2,965,965,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
52274,38,261,0x5CCA9487C46740CD006CDFB3B4E2BF53B3076048F882AD0A159016B13C6BF0D2,0x810E91C2CA9AD0A7F2505261BA2C59369122CAE1F6BDADAD6C57D18676898C90,22,327,39,0,0,1,3,3,264,264,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
64652,43,163,0xF7DEE5F328A9A2F358B509B90DCC6045A2735CA22A0281A80F3FF5FB2C5C89E3,0x576C599491EB8F4B8C7050CCE0036F0E059B0CEB1F00414CA18132A7CEBE79B9,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
21015,34,719,0xC3A242C0FA6B67BD08816DFFD53A47C8F5011BCF74DDE0A20FEE3597BDC6D347,0x57F2440035CEDD402C8F5D8E461D0245405CAA03794B8BB5ED92D83879240250,80,187,86.5,0,0,1,12,6,725,725,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
41809,29,396,0x804204464F7F1799D84AEFD60A628F03AEAD6A99D3280693540EFD156D8A8F1E,0x10597864B1F3465DD1FE9CF228B9D1161C43B4713B78AD136CE8550794D740D3,9,74,7,0,0,1,1,1,397,397,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
73404,48,100,0xBE5B4E9F4C8658E6B4A250E74668B285E3F8E051E3BF57C83C1E44C7206C0FDD,0x422FD8EC66EE71FF2D334D6ED35264E7B8719F960AE557F36BD2088571BC454E,0,0,0,0,0,0,0,0,-1,-1,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
12503,41,864,0x32E9F81A6E50BA3BF3033CB24123B71BB829781FD47B0CA7CAB27977D2126199,0xB7C6D3D5F3628363965A0368E45F11F9C0C6DB5DB156D7DC4455B07864B0BAE9,178,349.8,56,0,0,1,8,4,868,868,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
47010,47,309,0x41B2B0645373E6944E777455D37FF8815EF2987617838B5719CDDA76A1521CF2,0x5C90DC289E9E88D5F07893C381A6FD789BC8AB5DEDF765DC3BF067FB38FA1F5B,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0
8952,68,918,0xE35790BADF5B8BF1C885A7265B7CA346841794DFDD2A9157A45FF14C1A874E1A,0x11A955E958AC754EF962CC632AA689AF2CC48656D9C159D360E684417AC4AEA3,265,128,54,0,0,1,2,2,920,920,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,26,1045,0x6229134E3BD6E64142D0C9C793701F29287A9256F04D6D77F82050625B6DF164,0xDDEA3BB9636614D5F9007B286C050BD0EB0365057CC452CFED67EB6F339087E6,12,172,56,0,0,1,8,4,1049,1049,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0
20212,56,735,0x6D9245470088FABCE0A52BE69D5C7A786F1549FB67A120E3C206A9E13A46661D,0x603630D18E4E1A2FAF7D8E53C39D6B993F034CD24664972FA70646CBCDCB27DE,266,138.6,4,0,0,2,4,2,724,736,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
12885,51,859,0x088F8E31B87E440AB5087FF7037EC75328E6B9AB70648BA4A74F55B290A1CE91,0x065CB50744ACCD7159909D6435B13899F42B7B08D1EB18B9767437AEEB637B89,195,2104.2,262,0,0,1,14,7,866,866,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
44431,38,339,0x0E0E52A10ECA996F3CD7E358D25EC061C6573EBC5065AEED49208F715CDDA949,0xB7069735EA515A88EFADC946A6BEC1B77084D4084B950089FA4C621E6ABF5AD2,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
768,NULL,1068,0x821BA0D98BFFD60A9EA2A5FD35A1E042086399A32885E4727F50AABB3A656DB8,0xC4518CDC2FA0817C86764E732DFB8FF3A99803E5798D7F6986136029441258EF,59,234,8,0,0,1,1,1,1068,1068,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
32458,57,534,0xCA269E800C2C30E65B4B5409C7C95A1B2D5C6C9C21AE4DA523631E3EF8B703DA,0x8348B0A8BDDEB36CB9C2BB1422193576A8D26D90FDF89A63BACE816CA8FEDF3B,1,172,76.5,0,0,1,3,1,535,535,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
25554,40,635,0x7F8AD68338E8189D5CF7F81E14A6626D5D38CB0AABC7BD9754760D5AD43E9B9A,0xDA10524AC347331F55FD8B0112C2151A380131D6DCDC8C5E8E44835E6BCDA163,111,166,28,0,0,1,4,2,637,637,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
2779,43,1025,0x17E3B008F3153440703648868CCD3250B305B32C68225F153A3428032F5DDCE8,0x04BBACD92648FBA46AD8580FA479291096FCF42C64A01E72CE6D03BB84F069D8,31,266.4,70,0,0,1,4,4,1029,1029,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
32434,64,535,0x6965DD5F9846A034C17B028ECCE4D2136C20D9A44AF5616B3D1E7448A1377A8D,0xE2C18DB0125C829CE08928008319CBEF511D70170BE56DFAE39BEF0BA50D502C,93,237,28,0,0,1,4,2,537,537,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0
10037,34,901,0x89FCCBA1F66B3C3765F69C3C2DADF0151F81420237FB5B8DA48CD87BEAA321F7,0x3E33197F63D7CC0A72F35ADC5203A610817E435CA839A3F60F35583DF0476653,158,491.3,261,0,0,1,14,7,908,908,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
5764,61,970,0x94ED862FC1279F3D83231F6C224F89018C09A74E90DC839964E2A6616C3A367C,0x1F0E8CC0EA6D4ED9A66AFAC3756006D241217B5D98FCF0E7FCBBFFB0DF9C157A,38,348.3,62,0,0,1,6,3,973,973,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
20156,43,738,0x64AEAFC1D54724B6C8E411A264E6F098D77FFFCAAB9ADC9C623AFC74AF1D2C29,0xDB4617DF787400F25EBC9EDD4D29FB97CC817C1DF0A59371E1AFDD2635FAA5EA,10,334.4,425.3,0,0,1,12,4,742,742,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
59522,65,202,0x78F7632767EB72BA2EDE2567D7F53706CD2D2BBFA6E3A7B08D8C7099500CB812,0xB2A34C8F2B939CAD62619E3D62889B30E2957E93D927943AB8B7206E7AB29229,0,0,0,0,0,0,0,0,-1,-1,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
31212,39,552,0xE33A82D30FB8F4341E72DC40FAA8E947534E12F8AA75599A1D1AD4C7EF396932,0x9FE5BD8E1E47CF6DFEB9EBA3D46C1CFECB2DE0305B1D61EBF96E5E926ED5A7F7,125,360,21,0,0,1,3,3,555,555,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
17473,61,792,0x0825C49C5815F1BE5B504FFFEAD787B40011DFECEAF60BA1B3163CD1A6757523,0x565511BE7A2B909BE5390599C96BEEA8FED06ACB3604B433863892A32C911D1B,35,327,115.5,0,0,1,6,3,795,795,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
61629,44,185,0xA283E0B4908E106F0988B54D441237CCE4AC895FF6EE822EB77687A15B374930,0xC470D0990C9B6C16E11B36A4846ADC6A4246C7F3ABA47DD67C8320D940B8D9F3,14,477,27,0,0,1,3,3,188,188,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
56422,69,227,0x4ED568EEB5F8D7E7100DCC821515E4B402E1EFCC29B9FA88F1C92606D661D8BA,0xBA3423DBBF7298BAF69C3466A84E967A76E59D63791791193CBD350C300A01B3,170,343.2,42,0,0,1,6,3,230,230,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
